issuekey,title,description,storypoint
USERGRID-654,"AwsSdkS3BinaryStore dependencies break the REST module tests","The new AwsSdkS3BinaryStore implementation depends on Jackson 2.3.x data mapper, which conflicts with Jackson 1.x and causes the REST tests to fail.      If you use Maven to exclude the Jackson 2.3.x object mapper (which I did with PR https://github.com/apache/incubator-usergrid/pull/244) and configure the REST tests to use AwsSdkS3BinaryStore, then the REST tests fail with the exception below, which indicates to me that AwsSdkS3BinaryStore will not work at runtime without Jackson 2.3.x object mapper.    /cc [~pandacat]: do you have any ideas about how to work around this issue? Have you had success with the REST module tests and your new AWS SDK based BinaryStore implementation?      java.lang.NoClassDefFoundError: com/fasterxml/jackson/databind/ObjectMapper          at com.amazonaws.util.json.Jackson.<clinit>(Jackson.java:32)          at com.amazonaws.internal.config.InternalConfig.loadfrom(InternalConfig.java:230)          at com.amazonaws.internal.config.InternalConfig.load(InternalConfig.java:247)          at com.amazonaws.internal.config.InternalConfig$Factory.<clinit>(InternalConfig.java:282)          at com.amazonaws.util.VersionInfoUtils.userAgent(VersionInfoUtils.java:139)          at com.amazonaws.util.VersionInfoUtils.initializeUserAgent(VersionInfoUtils.java:134)          at com.amazonaws.util.VersionInfoUtils.getUserAgent(VersionInfoUtils.java:95)          at com.amazonaws.ClientConfiguration.<clinit>(ClientConfiguration.java:42)          at org.apache.usergrid.services.assets.data.AwsSdkS3BinaryStore.getS3Client(AwsSdkS3BinaryStore.java:98)      ",3
USERGRID-655,"More than one connection does not get created when running batch index on connection edges","When running the following code in indexEntity         final Observable<IndexOperationMessage>  batches =  observable.buffer( indexFig.getIndexBatchSize() )                //map into batches based on our buffer size              .flatMap( buffer -> Observable.from( buffer )                  //collect results into a single batch                  .collect( () -> ei.createBatch(), ( batch, indexEdge ) -> {                      logger.debug( ""adding edge {} to batch for entity {}"", indexEdge, entity );                      batch.index( indexEdge, entity );                  } )                      //return the future from the batch execution                  .flatMap( batch -> batch.execute() ) );    When run with more than one SearchEdge only one SearchEdge is indexed into elasticsearch. Despite both search edges having the same document id. The batch executes but only one connection gets indexed in elasticsearch. ",3
USERGRID-657,"Graph deletes not going through. ","This call returns an empty iterator    storageEdgeSerialization.getEdgeVersions( scope,                          new SimpleSearchByEdge( edge.getSourceNode(), edge.getType(), edge.getTargetNode(),                              Long.MAX_VALUE, SearchByEdgeType.Order.ASCENDING, Optional.absent() ) );     when we go to delete the edge. So since its empty it returns null and fails the test.             final Edge toBeDeletedEdge = graphManager.deleteEdge( connectionSearch ).toBlocking().firstOrDefault( null );    Need to resolve this so we can fix graph tests.   ",3
USERGRID-659,"Test Not Passing: OrganizationIT Failing",NULL,3
USERGRID-660,"Test Not Passing: GroupServiceIT - Services",NULL,1
USERGRID-661,"Test Not Passing: ServiceInvocationIT",NULL,1
USERGRID-662,"Test Not Passing: AppInfoMigrationPluginTest",NULL,1
USERGRID-663,"Test Not Passing: ConnectionsServiceIT",NULL,1
USERGRID-664,"Test Not Passing: RolesServiceIT.deleteRoles",NULL,1
USERGRID-666,"1.0.2 Release Candidate 1",NULL,2
USERGRID-667,"1.0.2 Release Candidate 2",NULL,2
USERGRID-669,"Update edge and type naming conventions",NULL,1
USERGRID-670,"App Credentials do not work when accessing a collection within an app (2.0)","In order to access collections it seems the org credentials are required as app credentials do not work.  ",5
USERGRID-671,"401 ServiceResourceNotFoundException instead of expected 404","When you do a get by name/uuid of an entity which does not exist a 401 error is returned instead of a 404.",2
USERGRID-672,"Portal stores the password of an app user after it is created in clear-text","After creating an app user their password is stored in clear-text in the portal.  It should not be persisted in the session or displayed in the portal in clear-text    IMPORTANT NOTE: the current version of the Portal that we use (at Apigee) is setup to enable the new Usergrid Central SSO, so if it is to be deployed before Central SSO is enabled in prod, then you will have to disable central SSO in the portal before deploying it.",3
USERGRID-675,"Refactor SearchRequestBuilder to create more dynamic queries.","Currently using the SearchRequestBuilder add on some custom fields. This was fine when we just needed to do a ""one size fits all "" to our search method but now that there are more methods being introduced we need a better way to create queries that are efficient for the type of processing that is going to be done. ",5
USERGRID-676,"Update mapping to use ""dynamic"": ""strict"" to prevent new fields from being added dynamically","""dynamic"": ""strict""    We should ensure this is not used per https://www.elastic.co/guide/en/elasticsearch/reference/current/mapping-dynamic-mapping.html",1
USERGRID-677,"Create new parser for Scrolling api","Currently we only do search results and parse those results under the assumption that we will only do one search. As we query elasticsearch we want to be able to use the scrolling api to batch pull all the results we can find from elasticsearch. ",1
USERGRID-678,"ElasticSearch Type Mapping has _all in wrong place","_all should be moved to a child of 'entity'",1
USERGRID-679,"Update SQS provider implementation to use Observable","SQS Queue Manager should be updated to use Observable and emit a stream of messages.",2
USERGRID-680,"Merge master -> two-dot-o: SSO & Assets changes",NULL,1
USERGRID-682,"Soak Testing Scripts","Create scripts that will run for a period of time and generate data/load.  Start scripts and run for a week.",3
USERGRID-684,"UG 1.0 bug for DB setup with separate locks keyspace","It seems the keyspace does not get created with /database/setup.    cassandra.system.keyspace=sso_ug10  #cassandra.application.keyspace=Usergrid_Applications  cassandra.application.keyspace=sso_ug10_apps  #cassandra.lock.keyspace=Locks  cassandra.lock.keyspace=sso_ug10_Locks",3
USERGRID-685,"Test Not Passing: ConnectionsServiceIT.testEntityConnections",NULL,3
USERGRID-686,"Test Not Passing: PagingResourceIT","there are two test failures in intelliJ   testCursor: org.junit.ComparisonFailure:   Expected :1  Actual   :11   <Click to see difference>    org.junit.Assert.assertEquals(Assert.java:115)    org.junit.Assert.assertEquals(Assert.java:144)    org.apache.usergrid.rest.applications.collection.paging.PagingResourceIT.pageAndVerifyEntities(PagingResourceIT.java:305)    org.apache.usergrid.rest.applications.collection.paging.PagingResourceIT.testCursor(PagingResourceIT.java:149)    sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)    sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)    sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)    org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:50)    org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)    org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:47)    org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)    org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:26)    org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:27)    org.apache.usergrid.rest.test.resource2point0.ClientSetup$1.evaluate(ClientSetup.java:82)    org.junit.rules.RunRules.evaluate(RunRules.java:20)    org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:325)    org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:78)    org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:57)    org.junit.runners.ParentRunner$3.run(ParentRunner.java:290)    org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:71)    org.junit.runners.ParentRunner.runChildren(ParentRunner.java:288)    org.junit.runners.ParentRunner.access$000(ParentRunner.java:58)    org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:268)    org.junit.runners.ParentRunner.run(ParentRunner.java:363)    org.junit.runner.JUnitCore.run(JUnitCore.java:137)    com.intellij.junit4.JUnit4IdeaTestRunner.startRunnerWithArgs(JUnit4IdeaTestRunner.java:78)    com.intellij.rt.execution.junit.JUnitStarter.prepareStreamsAndStart(JUnitStarter.java:212)    com.intellij.rt.execution.junit.JUnitStarter.main(JUnitStarter.java:68)    sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)    sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)    com.intellij.rt.execution.application.AppMain.main(AppMain.java:140)    and    pagingEntities  org.junit.ComparisonFailure:   Expected :1  Actual   :100   <Click to see difference>    org.junit.Assert.assertEquals(Assert.java:115)    org.junit.Assert.assertEquals(Assert.java:144)    org.apache.usergrid.rest.applications.collection.paging.PagingResourceIT.pageAndVerifyEntities(PagingResourceIT.java:305)    org.apache.usergrid.rest.applications.collection.paging.PagingResourceIT.pagingEntities(PagingResourceIT.java:177)    sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)    sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)    sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)    org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:50)    org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)    org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:47)    org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)    org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:26)    org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:27)    org.apache.usergrid.rest.test.resource2point0.ClientSetup$1.evaluate(ClientSetup.java:82)    org.junit.rules.RunRules.evaluate(RunRules.java:20)    org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:325)    org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:78)    org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:57)    org.junit.runners.ParentRunner$3.run(ParentRunner.java:290)    org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:71)    org.junit.runners.ParentRunner.runChildren(ParentRunner.java:288)    org.junit.runners.ParentRunner.access$000(ParentRunner.java:58)    org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:268)    org.junit.runners.ParentRunner.run(ParentRunner.java:363)    org.junit.runner.JUnitCore.run(JUnitCore.java:137)    com.intellij.junit4.JUnit4IdeaTestRunner.startRunnerWithArgs(JUnit4IdeaTestRunner.java:78)    com.intellij.rt.execution.junit.JUnitStarter.prepareStreamsAndStart(JUnitStarter.java:212)    com.intellij.rt.execution.junit.JUnitStarter.main(JUnitStarter.java:68)    sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)    sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)    com.intellij.rt.execution.application.AppMain.main(AppMain.java:140)",2
USERGRID-687,"Test Not Passing: AndOrQueryTest","Fix AndOrQueryTest:  queryReturnCheck  queryReturnCheckWithShortHand",1
USERGRID-688,"Fix Graph Compact Operations.  ","when mark node in graph is called the compact needs to be called before you add the same relationship back to the graph.  this should not be the case",5
USERGRID-689,"Test Not Passing:  ManagementResourceIT","11 tests failing",2
USERGRID-690,"Test Not Passing: OrganizationsIT",NULL,2
USERGRID-692,"Test Not Passing: PermissionsResourceIT","  PermissionsResourceIT.applicationPermissions:262 expected:<[noca]> but was:<[4peaks]>    PermissionsResourceIT.deleteUserGroup:157 null",2
USERGRID-693,"Test Not Passing: ContentTypeResourceIT","ContentTypeResourceIT.formEncodedContentType:152 expected:<200> but was:<500>    ContentTypeResourceIT.noAcceptGet:262 expected:<200> but was:<400>",2
USERGRID-695,"Test Not Passing: RegistrationIT"," RegistrationIT.addExistingAdminUserToOrganization:304 » UniformInterface POST ...    RegistrationIT.addNewAdminUserWithNoPwdToOrganization:245->postAddAdminToOrg:90 » ClientHandler    RegistrationIT.postAddToOrganization:222->AbstractRestIT.getAdminToken:173 » UniformInterface    RegistrationIT.postCreateOrgAndAdmin:134->AbstractRestIT.getAdminToken:173 » UniformInterface    RegistrationIT.putAddToOrganizationFail:195->AbstractRestIT.getAdminToken:173 » UniformInterface",2
USERGRID-696,AdminEmailEncodingIT," AdminEmailEncodingIT.getTokenDash:73->doTest:116 » UniformInterface POST http:...    AdminEmailEncodingIT.getTokenPlus:53->doTest:116 » UniformInterface POST http:...    AdminEmailEncodingIT.getTokenUnderscore:63->doTest:116 » UniformInterface POST...",2
USERGRID-697,"Test Not Passing: AdminUsersIT","AdminUsersIT.mgmtUserFeed:190 » UniformInterface GET http://localhost:10006/ma...",2
USERGRID-698,"Test Not Passing: ConnectionResourceTest.connectionsLoopbackTest:103 NullPointer",NULL,2
USERGRID-699,"Test Not Passing:  NotificationsIT.testPaging:90",NULL,2
USERGRID-700,"Test Not Passing: StaleIndexCleanupTests","Results :    Failed tests:    StaleIndexCleanupTest.testCleanupOnUpdate:462 Expect candidates without earlier stale entities expected:<10> but was:<60>    Tests run: 258, Failures: 1, Errors: 0, Skipped: 25",1
USERGRID-701,"Rewrite Registration tests to fully cover the registration flow.","The current set of tests have very few comments and don't logically make sense in some cases. We need more tests to expose the registration flow and possible edge cases when certain properties aren't correctly set. ",3
USERGRID-702,"Rest tests return 403 when run in maven, but pass in intelliJ","So I'm getting responses like the following:    com.sun.jersey.api.client.UniformInterfaceException: POST http://localhost:10003/management/token returned a response status of 403 Forbidden    com.sun.jersey.api.client.WebResource.handle(WebResource.java:688)    com.sun.jersey.api.client.WebResource.access$200(WebResource.java:74)    com.sun.jersey.api.client.WebResource$Builder.post(WebResource.java:570)    org.apache.usergrid.rest.test.resource2point0.endpoints.NamedResource.post(NamedResource.java:192)    org.apache.usergrid.rest.test.resource2point0.AbstractRestIT.getAdminToken(AbstractRestIT.java:167)    org.apache.usergrid.rest.management.OrganizationsIT.testCreateOrgUserAndReturnCorrectUsername(OrganizationsIT.java:332)    testCreateDuplicateOrgEmail(org.apache.usergrid.rest.management.OrganizationsIT)  Time elapsed: 0.988 sec  <<< ERROR!  com.sun.jersey.api.client.UniformInterfaceException: POST http://localhost:10003/management/token returned a response status of 403 Forbidden    com.sun.jersey.api.client.WebResource.handle(WebResource.java:688)    com.sun.jersey.api.client.WebResource.access$200(WebResource.java:74)    com.sun.jersey.api.client.WebResource$Builder.post(WebResource.java:570)    org.apache.usergrid.rest.test.resource2point0.endpoints.NamedResource.post(NamedResource.java:192)    org.apache.usergrid.rest.management.OrganizationsIT.testCreateDuplicateOrgEmail(OrganizationsIT.java:172)    testOrgPOSTForm(org.apache.usergrid.rest.management.OrganizationsIT)  Time elapsed: 0.819 sec  <<< ERROR!  com.sun.jersey.api.client.UniformInterfaceException: POST http://localhost:10003/management/token returned a response status of 403 Forbidden    com.sun.jersey.api.client.WebResource.handle(WebResource.java:688)    com.sun.jersey.api.client.WebResource.access$200(WebResource.java:74)    com.sun.jersey.api.client.WebResource$Builder.post(WebResource.java:570)    org.apache.usergrid.rest.test.resource2point0.endpoints.NamedResource.post(NamedResource.java:192)    org.apache.usergrid.rest.management.OrganizationsIT.testOrgPOSTForm(OrganizationsIT.java:277)    createOrgAndOwner(org.apache.usergrid.rest.management.OrganizationsIT)  Time elapsed: 0.774 sec  <<< ERROR!  com.sun.jersey.api.client.UniformInterfaceException: POST http://localhost:10003/management/token returned a response status of 403 Forbidden    com.sun.jersey.api.client.WebResource.handle(WebResource.java:688)    com.sun.jersey.api.client.WebResource.access$200(WebResource.java:74)    com.sun.jersey.api.client.WebResource$Builder.post(WebResource.java:570)    org.apache.usergrid.rest.test.resource2point0.endpoints.NamedResource.post(NamedResource.java:192)    org.apache.usergrid.rest.management.OrganizationsIT.createOrgAndOwner(OrganizationsIT.java:80)    testCreateDuplicateOrgName(org.apache.usergrid.rest.management.OrganizationsIT)  Time elapsed: 0.975 sec  <<< ERROR!  com.sun.jersey.api.client.UniformInterfaceException: POST http://localhost:10003/management/token returned a response status of 403 Forbidden    com.sun.jersey.api.client.WebResource.handle(WebResource.java:688)    com.sun.jersey.api.client.WebResource.access$200(WebResource.java:74)    com.sun.jersey.api.client.WebResource$Builder.post(WebResource.java:570)    org.apache.usergrid.rest.test.resource2point0.endpoints.NamedResource.post(NamedResource.java:192)    org.apache.usergrid.rest.management.OrganizationsIT.testCreateDuplicateOrgName(OrganizationsIT.java:118)    So Calls to management/token are failing with 403 errors. I suspect it might be due to the new testing framework but further investigation is needed",5
